1,252.038,97.269997,1221.96,50.93
0,252.885,97.129997,1214.54,65.31
0,252.439,95.190002,1192.09,73.25
1,252.146,95.139999,1201.09,69.8
0,252.006,94.489998,1223.83,68.76
0,251.989,94.629997,1253,74.15
0,251.588,93.989998,1298.32,67.04
1,250.546,91.839996,1315.36,68.57
0,249.554,89.970001,1325,64.94
0,248.991,90.610001,1318.05,61.64
0,247.867,89.129997,1345.1,64.73
1,246.524,92.120003,1302.55,60.42
