1,246.669,93.010002,1274.76,57.4
0,246.663,94.550003,1271.58,54.38
1,246.819,93.080002,1279.45,51.67
0,245.519,92.669998,1322.07,47.23
1,244.786,92.860001,1269.55,50.17
1,244.955,95.660004,1241.6,46.04
0,244.733,96.919998,1268.6,48.32
1,244.524,99.050003,1268.15,49.33
0,243.801,100.349998,1249.13,50.6
0,243.603,101.120003,1248.59,54.01
1,242.839,99.510002,1210.63,52.81
1,241.432,102.389999,1151.85,53.72
0,241.353,101.5,1173.11,49.44
0,241.729,98.449997,1277.38,46.86
0,241.428,95.459999,1315.96,48.24
1,240.849,96.019997,1308.95,44.7
0,240.628,95.529999,1350.91,41.6
1,241.018,96.139999,1322.18,48.33
1,240.229,95.889999,1215.24,49.1
0,239.261,93.080002,1293.74,45.92
1,238.132,94.589996,1232.7,38.34
1,237.111,98.209999,1238.14,33.75
1,236.916,99.610001,1118.04,33.62
1,236.525,98.629997,1061.3,37.04
0,237.336,100.169998,1064.42,41.65
0,237.838,96.949997,1142.38,46.59
1,237.945,96.349998,1115,45.09
0,238.316,95.949997,1134.5,49.2
0,238.654,97.370003,1095.65,47.12
0,238.638,95.489998,1172.6,59.47
0,237.805,96.910004,1190.5,60.3
1,236.599,94.599998,1184.37,59.63
0,236.119,99.102997,1183.5,47.6
1,234.722,95.25,1213.15,49.76
0,233.707,94.800003,1283.55,48.24
1,234.812,90.269997,1183.95,53.27
1,236.151,88.360001,1167.35,66.15
0,237.433,86.879997,1174.42,80.54
0,238.031,85.940002,1209.24,91.16
0,237.852,82.75,1287.57,95.96
0,238.25,81.459999,1282.35,98.17
0,238.343,79.779999,1327.5,105.37
1,237.9,80.370003,1251.05,102.71
0,237.072,79.489998,1291.9,99.74
0,236.293,80.099998,1284.25,101.58
0,234.781,79.779999,1326.4,102.59
1,233.916,81.269997,1243.8,97.49
0,233.049,80.040001,1205.55,98.42
0,233.069,80.68,1253.49,92.72
0,233.546,80.199997,1323.8,96.38
1,234.149,80.220001,1327.55,102.33
0,233.877,82.089996,1396.4,107.65
1,233.596,81.449997,1323.1,105.03
1,233.504,83.169998,1234.25,96.56
0,232.945,83.379997,1386.9,91.97
0,232.531,81.730003,1477.1,93.46
0,232.773,82.989998,1596.74,97.23
0,232.166,81.980003,1580.14,92.05
0,230.28,79.209999,1663.6,97.49
1,229.601,79.769997,1674.95,91.82
0,230.221,80.150002,1714.8,88.91
1,231.317,79.919998,1720.55,86.24
0,231.407,79.940002,1771.22,92.19
1,230.379,81.25,1691.15,96.47
1,229.104,82.639999,1613.9,88.06
1,229.478,81.650002,1598.6,84.96
0,229.815,83.040001,1560.7,86.53
0,230.085,78.790001,1664.36,104.87
0,229.392,78.93,1668.9,103.02
0,227.663,78.730003,1695.2,107.07
1,226.665,79.279999,1739.43,98.48
1,225.672,80.169998,1564.3,98.83
0,226.23,78.389999,1745.7,100.36
0,226.421,76.169998,1715.25,93.19
1,226.889,78.550003,1623.75,79.2
0,226.545,74.129997,1823.8,88.81
1,225.922,73.900002,1626.64,95.7
1,225.722,74.300003,1500.1,95.42
0,225.964,74.639999,1535.35,102.7
0,224.906,72.93,1565.6,113.93
1,223.467,75.860001,1432,106.72
1,221.309,76.889999,1411.65,96.97
1,220.223,77.739998,1332.19,92.19
0,219.179,79.029999,1421.45,91.38
1,218.803,81.199997,1384.85,84.11
1,218.711,77.269997,1359.55,81.43
1,218.439,78.720001,1309.5,79.97
1,218.312,83.199997,1247.65,71.92
1,218.011,81.540001,1180.9,78.95
0,217.965,86.019997,1242.35,75.63
1,218.178,86.589996,1216.21,73.97
0,218.009,81.870003,1179.25,86.15
1,217.631,81.07,1113.8,83.76
1,216.741,80.360001,1116.5,79.66
1,216.687,79.459999,1081.55,72.89
